image_path,labels,split
HAM10000_images_part_2/ISIC_0029909.jpg,1,train
HAM10000_images_part_1/ISIC_0025525.jpg,0,train
HAM10000_images_part_2/ISIC_0031502.jpg,0,train
HAM10000_images_part_2/ISIC_0030871.jpg,0,train
HAM10000_images_part_1/ISIC_0025317.jpg,1,train
HAM10000_images_part_2/ISIC_0029726.jpg,1,train
HAM10000_images_part_2/ISIC_0033678.jpg,1,train
HAM10000_images_part_1/ISIC_0024339.jpg,0,train
HAM10000_images_part_1/ISIC_0028415.jpg,1,train
HAM10000_images_part_2/ISIC_0031433.jpg,0,train
HAM10000_images_part_1/ISIC_0028969.jpg,1,train
HAM10000_images_part_2/ISIC_0033519.jpg,0,train
HAM10000_images_part_2/ISIC_0029497.jpg,0,train
HAM10000_images_part_2/ISIC_0030444.jpg,0,train
HAM10000_images_part_2/ISIC_0033286.jpg,1,train
HAM10000_images_part_2/ISIC_0034050.jpg,1,train
HAM10000_images_part_1/ISIC_0028985.jpg,0,train
HAM10000_images_part_1/ISIC_0025193.jpg,0,train
HAM10000_images_part_2/ISIC_0034162.jpg,1,train
HAM10000_images_part_2/ISIC_0032968.jpg,1,train
HAM10000_images_part_1/ISIC_0025487.jpg,0,train
HAM10000_images_part_1/ISIC_0028901.jpg,1,train
HAM10000_images_part_1/ISIC_0029299.jpg,0,train
HAM10000_images_part_2/ISIC_0030682.jpg,0,train
HAM10000_images_part_2/ISIC_0029842.jpg,0,train
HAM10000_images_part_2/ISIC_0032396.jpg,1,train
HAM10000_images_part_2/ISIC_0033074.jpg,1,train
HAM10000_images_part_2/ISIC_0032653.jpg,1,train
HAM10000_images_part_1/ISIC_0026143.jpg,0,train
HAM10000_images_part_1/ISIC_0028633.jpg,0,train
HAM10000_images_part_1/ISIC_0025667.jpg,0,train
HAM10000_images_part_2/ISIC_0029902.jpg,0,train
HAM10000_images_part_1/ISIC_0028225.jpg,1,train
HAM10000_images_part_2/ISIC_0032255.jpg,0,train
HAM10000_images_part_2/ISIC_0030950.jpg,1,train
HAM10000_images_part_2/ISIC_0031563.jpg,0,train
HAM10000_images_part_1/ISIC_0024882.jpg,0,train
HAM10000_images_part_2/ISIC_0030703.jpg,0,train
HAM10000_images_part_2/ISIC_0030951.jpg,1,train
HAM10000_images_part_2/ISIC_0032562.jpg,0,train
HAM10000_images_part_1/ISIC_0025412.jpg,0,train
HAM10000_images_part_2/ISIC_0030061.jpg,0,train
HAM10000_images_part_2/ISIC_0033668.jpg,1,train
HAM10000_images_part_2/ISIC_0033643.jpg,1,train
HAM10000_images_part_1/ISIC_0027309.jpg,0,train
HAM10000_images_part_1/ISIC_0025500.jpg,1,train
HAM10000_images_part_1/ISIC_0028537.jpg,1,train
HAM10000_images_part_2/ISIC_0029319.jpg,1,train
HAM10000_images_part_1/ISIC_0028598.jpg,0,train
HAM10000_images_part_2/ISIC_0032882.jpg,0,train
HAM10000_images_part_2/ISIC_0032403.jpg,0,train
HAM10000_images_part_2/ISIC_0030183.jpg,1,train
HAM10000_images_part_2/ISIC_0031911.jpg,0,train
HAM10000_images_part_2/ISIC_0031821.jpg,1,train
HAM10000_images_part_1/ISIC_0025441.jpg,0,train
HAM10000_images_part_1/ISIC_0027510.jpg,0,train
HAM10000_images_part_1/ISIC_0024410.jpg,1,train
HAM10000_images_part_1/ISIC_0024998.jpg,0,train
HAM10000_images_part_2/ISIC_0033258.jpg,1,train
HAM10000_images_part_2/ISIC_0030982.jpg,0,train
HAM10000_images_part_2/ISIC_0031172.jpg,0,train
HAM10000_images_part_2/ISIC_0032918.jpg,1,train
HAM10000_images_part_2/ISIC_0030223.jpg,1,train
HAM10000_images_part_2/ISIC_0032709.jpg,1,train
HAM10000_images_part_1/ISIC_0024589.jpg,0,train
HAM10000_images_part_1/ISIC_0026373.jpg,0,train
HAM10000_images_part_2/ISIC_0034022.jpg,1,train
HAM10000_images_part_2/ISIC_0030153.jpg,0,train
HAM10000_images_part_2/ISIC_0033297.jpg,0,train
HAM10000_images_part_1/ISIC_0026587.jpg,0,train
HAM10000_images_part_1/ISIC_0026847.jpg,1,train
HAM10000_images_part_1/ISIC_0027347.jpg,0,train
HAM10000_images_part_1/ISIC_0029216.jpg,1,train
HAM10000_images_part_2/ISIC_0032993.jpg,1,train
HAM10000_images_part_2/ISIC_0034253.jpg,1,train
HAM10000_images_part_2/ISIC_0032970.jpg,1,train
HAM10000_images_part_1/ISIC_0024521.jpg,0,train
HAM10000_images_part_2/ISIC_0033872.jpg,1,train
HAM10000_images_part_2/ISIC_0031688.jpg,0,train
HAM10000_images_part_1/ISIC_0026735.jpg,1,train
HAM10000_images_part_1/ISIC_0025269.jpg,0,train
HAM10000_images_part_1/ISIC_0028445.jpg,1,train
HAM10000_images_part_1/ISIC_0025047.jpg,0,train
HAM10000_images_part_2/ISIC_0032638.jpg,1,train
HAM10000_images_part_1/ISIC_0028589.jpg,0,train
HAM10000_images_part_1/ISIC_0026503.jpg,0,train
HAM10000_images_part_1/ISIC_0027163.jpg,1,train
HAM10000_images_part_2/ISIC_0034220.jpg,0,train
HAM10000_images_part_1/ISIC_0028234.jpg,0,train
HAM10000_images_part_1/ISIC_0026240.jpg,0,train
HAM10000_images_part_1/ISIC_0028140.jpg,0,train
HAM10000_images_part_1/ISIC_0027258.jpg,0,train
HAM10000_images_part_2/ISIC_0032019.jpg,1,train
HAM10000_images_part_2/ISIC_0033424.jpg,1,train
HAM10000_images_part_1/ISIC_0026595.jpg,0,train
HAM10000_images_part_1/ISIC_0027832.jpg,1,train
HAM10000_images_part_2/ISIC_0031269.jpg,0,train
HAM10000_images_part_2/ISIC_0033820.jpg,1,train
HAM10000_images_part_2/ISIC_0033055.jpg,1,train
HAM10000_images_part_2/ISIC_0033957.jpg,1,train
HAM10000_images_part_2/ISIC_0033624.jpg,1,train
HAM10000_images_part_2/ISIC_0032873.jpg,1,train
HAM10000_images_part_1/ISIC_0027128.jpg,0,train
HAM10000_images_part_2/ISIC_0029469.jpg,0,train
HAM10000_images_part_1/ISIC_0028743.jpg,0,train
HAM10000_images_part_2/ISIC_0032592.jpg,1,train
HAM10000_images_part_2/ISIC_0029879.jpg,0,train
HAM10000_images_part_2/ISIC_0032673.jpg,0,train
HAM10000_images_part_2/ISIC_0031832.jpg,0,train
HAM10000_images_part_2/ISIC_0033258.jpg,1,train
HAM10000_images_part_2/ISIC_0032408.jpg,1,train
HAM10000_images_part_2/ISIC_0031517.jpg,1,train
HAM10000_images_part_1/ISIC_0027420.jpg,1,train
HAM10000_images_part_1/ISIC_0024701.jpg,1,train
HAM10000_images_part_2/ISIC_0033710.jpg,1,train
HAM10000_images_part_2/ISIC_0032795.jpg,0,train
HAM10000_images_part_1/ISIC_0028380.jpg,0,train
HAM10000_images_part_2/ISIC_0033813.jpg,1,train
HAM10000_images_part_1/ISIC_0026896.jpg,0,train
HAM10000_images_part_2/ISIC_0029570.jpg,1,train
HAM10000_images_part_2/ISIC_0033324.jpg,1,train
HAM10000_images_part_2/ISIC_0029660.jpg,1,train
HAM10000_images_part_2/ISIC_0034076.jpg,1,train
HAM10000_images_part_2/ISIC_0033038.jpg,1,train
HAM10000_images_part_1/ISIC_0027065.jpg,1,train
HAM10000_images_part_2/ISIC_0033713.jpg,1,train
HAM10000_images_part_2/ISIC_0030622.jpg,0,train
HAM10000_images_part_1/ISIC_0024922.jpg,0,train
HAM10000_images_part_2/ISIC_0034317.jpg,1,train
HAM10000_images_part_1/ISIC_0028706.jpg,0,train
HAM10000_images_part_2/ISIC_0033462.jpg,0,train
HAM10000_images_part_1/ISIC_0028439.jpg,0,train
HAM10000_images_part_2/ISIC_0033139.jpg,0,train
HAM10000_images_part_1/ISIC_0027098.jpg,0,train
HAM10000_images_part_2/ISIC_0033843.jpg,1,train
HAM10000_images_part_2/ISIC_0032332.jpg,0,train
HAM10000_images_part_2/ISIC_0031369.jpg,1,train
HAM10000_images_part_2/ISIC_0030239.jpg,0,train
HAM10000_images_part_2/ISIC_0032862.jpg,1,train
HAM10000_images_part_2/ISIC_0029757.jpg,0,train
HAM10000_images_part_1/ISIC_0025034.jpg,0,train
HAM10000_images_part_2/ISIC_0034120.jpg,1,train
HAM10000_images_part_2/ISIC_0030014.jpg,1,train
HAM10000_images_part_2/ISIC_0032192.jpg,1,train
HAM10000_images_part_1/ISIC_0026430.jpg,1,train
HAM10000_images_part_1/ISIC_0026868.jpg,1,train
HAM10000_images_part_1/ISIC_0025315.jpg,0,train
HAM10000_images_part_2/ISIC_0032870.jpg,1,train
HAM10000_images_part_1/ISIC_0028940.jpg,0,train
HAM10000_images_part_2/ISIC_0034170.jpg,1,train
HAM10000_images_part_2/ISIC_0032214.jpg,1,train
HAM10000_images_part_2/ISIC_0030839.jpg,0,train
HAM10000_images_part_2/ISIC_0033752.jpg,1,train
HAM10000_images_part_1/ISIC_0027768.jpg,0,train
HAM10000_images_part_1/ISIC_0024753.jpg,0,train
HAM10000_images_part_2/ISIC_0029884.jpg,1,train
HAM10000_images_part_1/ISIC_0026963.jpg,1,train
HAM10000_images_part_2/ISIC_0031617.jpg,0,train
HAM10000_images_part_2/ISIC_0034313.jpg,1,train
HAM10000_images_part_2/ISIC_0029660.jpg,1,train
HAM10000_images_part_2/ISIC_0032462.jpg,1,train
HAM10000_images_part_2/ISIC_0032630.jpg,1,train
HAM10000_images_part_1/ISIC_0026929.jpg,0,train
HAM10000_images_part_2/ISIC_0032844.jpg,1,train
HAM10000_images_part_1/ISIC_0026081.jpg,1,train
HAM10000_images_part_2/ISIC_0033570.jpg,1,train
HAM10000_images_part_2/ISIC_0031844.jpg,1,train
HAM10000_images_part_2/ISIC_0034099.jpg,0,train
HAM10000_images_part_1/ISIC_0026506.jpg,1,train
HAM10000_images_part_2/ISIC_0032105.jpg,0,train
HAM10000_images_part_2/ISIC_0030447.jpg,0,train
HAM10000_images_part_2/ISIC_0032025.jpg,0,train
HAM10000_images_part_1/ISIC_0025952.jpg,0,train
HAM10000_images_part_2/ISIC_0031333.jpg,0,train
HAM10000_images_part_1/ISIC_0028463.jpg,1,train
HAM10000_images_part_1/ISIC_0027573.jpg,1,train
HAM10000_images_part_2/ISIC_0030153.jpg,0,train
HAM10000_images_part_1/ISIC_0027148.jpg,0,train
HAM10000_images_part_1/ISIC_0026094.jpg,1,train
HAM10000_images_part_1/ISIC_0026635.jpg,0,train
HAM10000_images_part_1/ISIC_0027867.jpg,0,train
HAM10000_images_part_1/ISIC_0026746.jpg,1,train
HAM10000_images_part_2/ISIC_0030150.jpg,1,train
HAM10000_images_part_2/ISIC_0029946.jpg,0,train
HAM10000_images_part_2/ISIC_0032840.jpg,1,train
HAM10000_images_part_2/ISIC_0032569.jpg,1,train
HAM10000_images_part_2/ISIC_0033333.jpg,1,train
HAM10000_images_part_1/ISIC_0024781.jpg,0,train
HAM10000_images_part_1/ISIC_0024701.jpg,1,train
HAM10000_images_part_2/ISIC_0029633.jpg,0,train
HAM10000_images_part_2/ISIC_0034074.jpg,1,train
HAM10000_images_part_2/ISIC_0029948.jpg,0,train
HAM10000_images_part_2/ISIC_0030382.jpg,1,train
HAM10000_images_part_2/ISIC_0029442.jpg,0,train
HAM10000_images_part_1/ISIC_0026407.jpg,0,train
HAM10000_images_part_2/ISIC_0033713.jpg,1,train
HAM10000_images_part_1/ISIC_0024953.jpg,0,train
HAM10000_images_part_1/ISIC_0025281.jpg,0,train
HAM10000_images_part_2/ISIC_0030992.jpg,0,train
HAM10000_images_part_2/ISIC_0033956.jpg,1,train
HAM10000_images_part_1/ISIC_0025649.jpg,0,train
HAM10000_images_part_2/ISIC_0033320.jpg,1,train
HAM10000_images_part_2/ISIC_0032457.jpg,0,train
HAM10000_images_part_2/ISIC_0034071.jpg,1,train
HAM10000_images_part_2/ISIC_0032869.jpg,1,train
HAM10000_images_part_1/ISIC_0025430.jpg,0,train
HAM10000_images_part_1/ISIC_0026800.jpg,0,train
HAM10000_images_part_1/ISIC_0028162.jpg,0,train
HAM10000_images_part_1/ISIC_0027573.jpg,1,train
